"","date","location","maxtemp","sunshine","precipitation","cloudcover"
"340611",1999-04-03,"Maastricht",16.1,1.9,22,7
"340621",1999-04-04,"Maastricht",14.5,2.1,7,6
"340631",1999-04-05,"Maastricht",13.8,0.8,85,7
"340641",1999-04-06,"Maastricht",19,3.5,6,6
"340651",1999-04-07,"Maastricht",11.2,1.5,27,7
"340661",1999-04-08,"Maastricht",12.2,4,0,5
"340671",1999-04-09,"Maastricht",16.4,10.4,0,4
"340681",1999-04-10,"Maastricht",15,2.4,15,7
"340691",1999-04-11,"Maastricht",12.1,5,6,5
"340701",1999-04-12,"Maastricht",12.8,3.8,74,6
"340711",1999-04-13,"Maastricht",9.6,3.9,51,7
"340721",1999-04-14,"Maastricht",5.8,0.9,102,8
"340731",1999-04-15,"Maastricht",8,2.7,15,6
"340741",1999-04-16,"Maastricht",9.2,6.7,13,4
"340751",1999-04-17,"Maastricht",11.5,7.3,-1,3
"340761",1999-04-18,"Maastricht",10.5,4.6,-1,6
"340771",1999-04-19,"Maastricht",10.3,5.8,69,5
"340781",1999-04-20,"Maastricht",15,6.7,14,5
"340791",1999-04-21,"Maastricht",17.1,5.5,27,5
"340801",1999-04-22,"Maastricht",15.2,3.1,20,6
"340811",1999-04-23,"Maastricht",16.7,7.6,-1,5
"340821",1999-04-24,"Maastricht",13.9,2.2,0,5
"340831",1999-04-25,"Maastricht",16.9,7.7,0,5
"340841",1999-04-26,"Maastricht",21.3,7.6,1,6
"340851",1999-04-27,"Maastricht",16.5,7.6,0,3
"340861",1999-04-28,"Maastricht",18.5,5.7,-1,4
"340871",1999-04-29,"Maastricht",16.4,6.8,0,4
"340881",1999-04-30,"Maastricht",20.7,13.6,0,0
"340891",1999-05-01,"Maastricht",20,11.4,0,1
"340901",1999-05-02,"Maastricht",18.8,13.5,0,1
"340911",1999-05-03,"Maastricht",20.5,13.4,0,3
"340921",1999-05-04,"Maastricht",18.7,6.3,0,7
"340931",1999-05-05,"Maastricht",13.5,0,44,8
"340941",1999-05-06,"Maastricht",19,0.8,131,7
"340951",1999-05-07,"Maastricht",21.6,8.5,11,6
"340961",1999-05-08,"Maastricht",18.6,6.6,25,6
"340971",1999-05-09,"Maastricht",21,12.9,0,4
"340981",1999-05-10,"Maastricht",19.5,2.7,176,7
"340991",1999-05-11,"Maastricht",17.3,3.4,6,7
"341001",1999-05-12,"Maastricht",18.1,5.9,85,6
"341011",1999-05-13,"Maastricht",17,5.1,2,6
"341021",1999-05-14,"Maastricht",17.9,5.4,79,6
"341031",1999-05-15,"Maastricht",14.7,5.5,2,5
"341041",1999-05-16,"Maastricht",14.5,7.1,0,5
"341051",1999-05-17,"Maastricht",18.3,7.6,0,6
"341061",1999-05-18,"Maastricht",18,0.1,-1,7
"341071",1999-05-19,"Maastricht",21,5.6,23,5
"341081",1999-05-20,"Maastricht",18.9,6.2,6,6
"341091",1999-05-21,"Maastricht",21.3,7.9,0,6
"341101",1999-05-22,"Maastricht",17.1,5.9,-1,5
"341111",1999-05-23,"Maastricht",19.3,11.2,0,3
"341121",1999-05-24,"Maastricht",18.9,3,0,6
"341131",1999-05-25,"Maastricht",19.7,5.7,0,6
"341141",1999-05-26,"Maastricht",22,14.2,0,3
"341151",1999-05-27,"Maastricht",27.9,13.6,0,0
"341161",1999-05-28,"Maastricht",25.7,5.7,-1,4
"341171",1999-05-29,"Maastricht",30.6,10.1,1,3
"341181",1999-05-30,"Maastricht",28.5,7.1,176,6
"341191",1999-05-31,"Maastricht",18.5,2.5,-1,7
"341201",1999-06-01,"Maastricht",22.8,6.1,7,5
"341211",1999-06-02,"Maastricht",28.5,6.5,7,5
"341221",1999-06-03,"Maastricht",23.2,6.9,29,6
"341231",1999-06-04,"Maastricht",17.4,1.9,108,7
"341241",1999-06-05,"Maastricht",17.4,2.8,126,7
"341251",1999-06-06,"Maastricht",17.2,7.8,25,4
"341261",1999-06-07,"Maastricht",19.4,4.6,54,5
"341271",1999-06-08,"Maastricht",17.1,7.2,5,4
"341281",1999-06-09,"Maastricht",18.5,8.5,0,4
"341291",1999-06-10,"Maastricht",19.8,8.9,1,4
"341301",1999-06-11,"Maastricht",13.3,0,1,7
"341311",1999-06-12,"Maastricht",19.2,6.8,0,5
"341321",1999-06-13,"Maastricht",21,4.7,5,6
"341331",1999-06-14,"Maastricht",24.2,5.1,-1,5
"341341",1999-06-15,"Maastricht",24.9,10.1,-1,4
"341351",1999-06-16,"Maastricht",25,13,0,1
"341361",1999-06-17,"Maastricht",24.7,7.6,0,4
"341371",1999-06-18,"Maastricht",18.2,8,0,4
"341381",1999-06-19,"Maastricht",22.5,14.8,0,2
"341391",1999-06-20,"Maastricht",16.8,0.7,99,7
"341401",1999-06-21,"Maastricht",14.5,3.7,84,7
"341411",1999-06-22,"Maastricht",16.9,8.5,0,4
"341421",1999-06-23,"Maastricht",19.3,6.2,0,4
"341431",1999-06-24,"Maastricht",20,6.1,0,4
"341441",1999-06-25,"Maastricht",21.3,14,0,0
"341451",1999-06-26,"Maastricht",24.9,12.3,9,4
"341461",1999-06-27,"Maastricht",22.9,3.3,31,7
"341471",1999-06-28,"Maastricht",18.5,6.6,20,5
"341481",1999-06-29,"Maastricht",20.7,1.9,55,7
"341491",1999-06-30,"Maastricht",20.4,1.3,18,7
"341501",1999-07-01,"Maastricht",19.2,3.3,41,6
"341511",1999-07-02,"Maastricht",24.9,11.5,0,4
"341521",1999-07-03,"Maastricht",28.8,11.1,0,5
"341531",1999-07-04,"Maastricht",27.3,3.5,350,7
"341541",1999-07-05,"Maastricht",22.3,5.5,30,6
"341551",1999-07-06,"Maastricht",20.7,2.1,-1,7
"341561",1999-07-07,"Maastricht",22.6,3.7,-1,5
"341571",1999-07-08,"Maastricht",22.6,5.6,0,4
"341581",1999-07-09,"Maastricht",24.7,11.1,0,2
"341591",1999-07-10,"Maastricht",27.2,10.1,0,5
"341601",1999-07-11,"Maastricht",28.4,13,0,1
"341611",1999-07-12,"Maastricht",28,10.8,0,3
"341621",1999-07-13,"Maastricht",25.5,5.3,0,5
"341631",1999-07-14,"Maastricht",21.7,3,53,7
"341641",1999-07-15,"Maastricht",20.7,4,-1,6
"341651",1999-07-16,"Maastricht",22.6,8.6,0,5
"341661",1999-07-17,"Maastricht",26.3,13,0,2
"341671",1999-07-18,"Maastricht",30.7,12.4,0,2
"341681",1999-07-19,"Maastricht",29.6,6.3,15,4
"341691",1999-07-20,"Maastricht",26.9,6.6,50,5
"341701",1999-07-21,"Maastricht",20.3,2.3,0,6
"341711",1999-07-22,"Maastricht",19.6,2.5,19,7
"341721",1999-07-23,"Maastricht",18.8,2.3,0,6
"341731",1999-07-24,"Maastricht",25.5,9.1,0,5
"341741",1999-07-25,"Maastricht",27.5,9.8,0,2
"341751",1999-07-26,"Maastricht",23.3,11.1,0,3
"341761",1999-07-27,"Maastricht",24.4,14.5,0,1
"341771",1999-07-28,"Maastricht",26.8,14.3,0,0
"341781",1999-07-29,"Maastricht",28.5,14.3,0,1
"341791",1999-07-30,"Maastricht",29.9,12.7,0,1
"341801",1999-07-31,"Maastricht",30.3,12,0,3
"341811",1999-08-01,"Maastricht",30.4,12.9,0,3
"341821",1999-08-02,"Maastricht",31.2,11.7,0,2
"341831",1999-08-03,"Maastricht",26.3,3.5,0,5
"341841",1999-08-04,"Maastricht",27.6,9.9,0,5
"341851",1999-08-05,"Maastricht",26.8,8,84,6
"341861",1999-08-06,"Maastricht",27.4,9.9,0,6
"341871",1999-08-07,"Maastricht",24.7,6,47,5
"341881",1999-08-08,"Maastricht",26.4,4.1,2,5
"341891",1999-08-09,"Maastricht",23.1,5.1,3,6
"341901",1999-08-10,"Maastricht",22.5,1.9,144,7
"341911",1999-08-11,"Maastricht",18.4,1.8,2,6
"341921",1999-08-12,"Maastricht",18.8,3.2,0,5
"341931",1999-08-13,"Maastricht",22.1,10.9,0,3
"341941",1999-08-14,"Maastricht",18.4,1,138,7
"341951",1999-08-15,"Maastricht",19.4,4.9,40,6
"341961",1999-08-16,"Maastricht",20.4,5.4,45,6
"341971",1999-08-17,"Maastricht",17.8,1.6,8,6
"341981",1999-08-18,"Maastricht",20.7,3.4,78,6
"341991",1999-08-19,"Maastricht",19,4.5,18,5
"342001",1999-08-20,"Maastricht",18.6,3.2,39,5
"342011",1999-08-21,"Maastricht",18.3,4.9,-1,4
"342021",1999-08-22,"Maastricht",18.3,11.1,0,4
"342031",1999-08-23,"Maastricht",22,11.7,0,4
"342041",1999-08-24,"Maastricht",25.2,2.7,-1,6
"342051",1999-08-25,"Maastricht",29.4,5.4,16,7
"342061",1999-08-26,"Maastricht",24.7,3.2,1,6
"342071",1999-08-27,"Maastricht",21.8,4.1,0,7
"342081",1999-08-28,"Maastricht",22.2,8.2,0,4
"342091",1999-08-29,"Maastricht",23,12,0,2
"342101",1999-08-30,"Maastricht",24.3,6.5,0,5
"342111",1999-08-31,"Maastricht",20.4,1.1,0,7
"342121",1999-09-01,"Maastricht",19.9,0.1,0,7
"342131",1999-09-02,"Maastricht",23.7,10.1,0,3
"342141",1999-09-03,"Maastricht",24.9,10.9,0,2
"342151",1999-09-04,"Maastricht",25.5,5.1,0,3
"342161",1999-09-05,"Maastricht",27.5,10.8,0,1
"342171",1999-09-06,"Maastricht",24.1,3.1,1,6
"342181",1999-09-07,"Maastricht",25,8.5,0,4
"342191",1999-09-08,"Maastricht",25.6,10.5,0,5
"342201",1999-09-09,"Maastricht",27.4,8.8,0,4
"342211",1999-09-10,"Maastricht",28.6,6.4,0,4
"342221",1999-09-11,"Maastricht",30.9,11.5,0,0
"342231",1999-09-12,"Maastricht",30.8,10.2,0,3
"342241",1999-09-13,"Maastricht",29,5.6,14,4
"342251",1999-09-14,"Maastricht",25.9,5.7,0,4
"342261",1999-09-15,"Maastricht",21,0.7,31,7
"342271",1999-09-16,"Maastricht",20.8,9.2,0,3
"342281",1999-09-17,"Maastricht",16.6,0,87,7
"342291",1999-09-18,"Maastricht",20.3,9.9,0,3
"342301",1999-09-19,"Maastricht",23.1,1.9,5,7
"342311",1999-09-20,"Maastricht",20.1,3.4,9,7
"342321",1999-09-21,"Maastricht",19.9,5.9,3,5
"342331",1999-09-22,"Maastricht",21.1,0.6,49,6
"342341",1999-09-23,"Maastricht",23.1,7.8,109,4
"342351",1999-09-24,"Maastricht",23.9,7.1,-1,5
"342361",1999-09-25,"Maastricht",21.1,5.4,0,6
"342371",1999-09-26,"Maastricht",18.9,1.7,49,6
"342381",1999-09-27,"Maastricht",19.5,1.2,6,6
"342391",1999-09-28,"Maastricht",18.2,2.5,39,6
"342401",1999-09-29,"Maastricht",16.7,0.4,67,7
"342411",1999-09-30,"Maastricht",16,0,126,8
"342421",1999-10-01,"Maastricht",15.2,0.7,19,6
"342431",1999-10-02,"Maastricht",17.6,0.5,142,8
"342441",1999-10-03,"Maastricht",13.5,4.9,-1,4
"342451",1999-10-04,"Maastricht",12.4,0.9,13,8
"342461",1999-10-05,"Maastricht",13.8,5.4,23,5
"342471",1999-10-06,"Maastricht",12.9,2.5,0,6
"342481",1999-10-07,"Maastricht",14.3,6.5,-1,6
"342491",1999-10-08,"Maastricht",13.8,0,75,8
"342501",1999-10-09,"Maastricht",15,0,14,8
"342511",1999-10-10,"Maastricht",15.1,0,13,8
"342521",1999-10-11,"Maastricht",15.1,0.2,13,8
"342531",1999-10-12,"Maastricht",15.6,7.3,0,2
"342541",1999-10-13,"Maastricht",13.5,6.6,0,2
"342551",1999-10-14,"Maastricht",13.7,1.6,0,5
"342561",1999-10-15,"Maastricht",14.6,6.4,0,4
"342571",1999-10-16,"Maastricht",13.7,9.5,0,1
"342581",1999-10-17,"Maastricht",11.8,9.7,0,0
"342591",1999-10-18,"Maastricht",10.5,9.7,0,0
"342601",1999-10-19,"Maastricht",10.1,9.5,0,1
"342611",1999-10-20,"Maastricht",9.7,7.5,0,4
"342621",1999-10-21,"Maastricht",10.4,0.2,1,7
"342631",1999-10-22,"Maastricht",14.2,1.2,46,6
"342641",1999-10-23,"Maastricht",17.6,5.9,0,4
"342651",1999-10-24,"Maastricht",14.9,1.3,11,5
"342661",1999-10-25,"Maastricht",15.9,2.7,-1,5
"342671",1999-10-26,"Maastricht",14.8,1.2,3,6
"342681",1999-10-27,"Maastricht",14.5,3.7,0,4
"342691",1999-10-28,"Maastricht",15.5,0.3,0,4
"342701",1999-10-29,"Maastricht",17.6,6.9,0,4
"342711",1999-10-30,"Maastricht",20.7,5.5,26,5
"342721",1999-10-31,"Maastricht",14.6,4.3,-1,3
"342731",1999-11-01,"Maastricht",17.6,4.7,9,5
"342741",1999-11-02,"Maastricht",16.5,0.2,105,6
"342751",1999-11-03,"Maastricht",12.4,7.9,0,1
"342761",1999-11-04,"Maastricht",11.7,8.5,0,0
"342771",1999-11-05,"Maastricht",12.3,2.4,5,7
"342781",1999-11-06,"Maastricht",9.6,1.3,-1,7
"342791",1999-11-07,"Maastricht",9,0,8,7
"342801",1999-11-08,"Maastricht",9.7,0,41,8
"342811",1999-11-09,"Maastricht",10.3,0,73,7
"342821",1999-11-10,"Maastricht",9.2,3.3,4,7
"342831",1999-11-11,"Maastricht",8.1,1.3,-1,6
"342841",1999-11-12,"Maastricht",7,5.5,0,2
"342851",1999-11-13,"Maastricht",4.9,5.7,-1,4
"342861",1999-11-14,"Maastricht",9.4,0,20,6
"342871",1999-11-15,"Maastricht",3.9,7.5,0,0
"342881",1999-11-16,"Maastricht",2.9,4.7,13,5
"342891",1999-11-17,"Maastricht",4.8,0.3,25,7
"342901",1999-11-18,"Maastricht",3.2,1.5,12,7
"342911",1999-11-19,"Maastricht",3.1,1.6,14,8
"342921",1999-11-20,"Maastricht",2.9,0.6,15,7
"342931",1999-11-21,"Maastricht",0.8,3.8,0,6
"342941",1999-11-22,"Maastricht",3.3,0,31,8
"342951",1999-11-23,"Maastricht",6.9,0,9,8
"342961",1999-11-24,"Maastricht",7.8,0,0,8
"342971",1999-11-25,"Maastricht",8.9,1.1,18,8
"342981",1999-11-26,"Maastricht",10.7,6.7,0,6
"342991",1999-11-27,"Maastricht",9.2,0.2,12,7
"343001",1999-11-28,"Maastricht",12.4,2.4,0,7
"343011",1999-11-29,"Maastricht",10.1,0.7,0,8
"343021",1999-11-30,"Maastricht",9,0.2,-1,7
"343031",1999-12-01,"Maastricht",10.9,0,24,7
"343041",1999-12-02,"Maastricht",8.1,1.8,4,5
"343051",1999-12-03,"Maastricht",11,0.2,45,7
"343061",1999-12-04,"Maastricht",6.1,1.9,7,5
"343071",1999-12-05,"Maastricht",5.6,1,4,5
"343081",1999-12-06,"Maastricht",7.4,0,17,8
"343091",1999-12-07,"Maastricht",8.8,0,77,8
"343101",1999-12-08,"Maastricht",10.1,1.8,-1,5
"343111",1999-12-09,"Maastricht",10.2,2.9,46,5
"343121",1999-12-10,"Maastricht",7,0,-1,6
"343131",1999-12-11,"Maastricht",11.7,0,97,7
"343141",1999-12-12,"Maastricht",10.5,0.2,217,8
"343151",1999-12-13,"Maastricht",6.5,2.8,43,7
"343161",1999-12-14,"Maastricht",4.8,0.4,11,6
"343171",1999-12-15,"Maastricht",1,1,23,6
"343181",1999-12-16,"Maastricht",2.6,2.1,8,7
"343191",1999-12-17,"Maastricht",6.1,0,106,8
"343201",1999-12-18,"Maastricht",6,1,1,7
"343211",1999-12-19,"Maastricht",2.5,1.6,2,7
"343221",1999-12-20,"Maastricht",1.7,3.6,2,6
"343231",1999-12-21,"Maastricht",2.4,1.3,-1,6
"343241",1999-12-22,"Maastricht",3.4,3.5,6,5
"343251",1999-12-23,"Maastricht",6.1,0.5,39,6
"343261",1999-12-24,"Maastricht",9.5,0,96,8
"343271",1999-12-25,"Maastricht",9.7,1.7,35,7
"343281",1999-12-26,"Maastricht",6.9,1.5,195,7
"343291",1999-12-27,"Maastricht",4.9,0,17,7
"343301",1999-12-28,"Maastricht",3.8,0,22,8
"343311",1999-12-29,"Maastricht",4,0.9,12,6
"343321",1999-12-30,"Maastricht",4.2,0.2,36,7
"343331",1999-12-31,"Maastricht",4.5,0,-1,8
"343341",2000-01-01,"Maastricht",6.9,0,17,8
"343351",2000-01-02,"Maastricht",7.5,0,-1,7
"343361",2000-01-03,"Maastricht",7.9,0.9,2,7
"343371",2000-01-04,"Maastricht",9,0,133,8
"343381",2000-01-05,"Maastricht",8.4,6.2,0,4
"343391",2000-01-06,"Maastricht",10.3,2.7,26,6
"343401",2000-01-07,"Maastricht",7.8,3.3,-1,6
"343411",2000-01-08,"Maastricht",7.3,0.9,9,7
"343421",2000-01-09,"Maastricht",6.1,3.4,0,6
"343431",2000-01-10,"Maastricht",2.1,0,0,7
"343441",2000-01-11,"Maastricht",3.5,6.7,0,3
"343451",2000-01-12,"Maastricht",3.8,7.2,0,5
"343461",2000-01-13,"Maastricht",3.3,2.1,-1,8
"343471",2000-01-14,"Maastricht",3.4,0,-1,8
"343481",2000-01-15,"Maastricht",5.1,0.7,-1,8
"343491",2000-01-16,"Maastricht",5,0,17,8
"343501",2000-01-17,"Maastricht",7.1,0.3,9,8
"343511",2000-01-18,"Maastricht",7.7,0.2,17,8
"343521",2000-01-19,"Maastricht",4.8,0,0,7
"343531",2000-01-20,"Maastricht",4.4,0,4,8
"343541",2000-01-21,"Maastricht",6.3,0.2,46,8
"343551",2000-01-22,"Maastricht",5.1,0,53,7
"343561",2000-01-23,"Maastricht",3.4,0,6,7
"343571",2000-01-24,"Maastricht",0.2,7.8,0,2
"343581",2000-01-25,"Maastricht",2.4,7.3,0,2
"343591",2000-01-26,"Maastricht",2.4,2.7,0,7
"343601",2000-01-27,"Maastricht",3.2,7.7,0,2
"343611",2000-01-28,"Maastricht",5.1,0,1,7
"343621",2000-01-29,"Maastricht",9.9,0,197,8
"343631",2000-01-30,"Maastricht",10.3,0,144,8
"343641",2000-01-31,"Maastricht",10.6,0,7,8
"343651",2000-02-01,"Maastricht",9.4,0.2,2,7
"343661",2000-02-02,"Maastricht",8.3,1.9,18,5
"343671",2000-02-03,"Maastricht",7.4,3.2,0,5
"343681",2000-02-04,"Maastricht",8.2,0.4,20,8
"343691",2000-02-05,"Maastricht",13.6,7.4,0,3
"343701",2000-02-06,"Maastricht",9.2,1.7,1,7
"343711",2000-02-07,"Maastricht",9.2,2.2,55,7
"343721",2000-02-08,"Maastricht",12.1,0.7,112,8
"343731",2000-02-09,"Maastricht",7.4,1.1,12,6
"343741",2000-02-10,"Maastricht",9.1,3.9,76,7
"343751",2000-02-11,"Maastricht",7.5,8.5,0,0
"343761",2000-02-12,"Maastricht",7.5,4.4,24,5
"343771",2000-02-13,"Maastricht",8.6,3.7,12,5
"343781",2000-02-14,"Maastricht",8,7.3,26,4
"343791",2000-02-15,"Maastricht",8.3,0.5,38,8
"343801",2000-02-16,"Maastricht",6.1,3.4,64,6
"343811",2000-02-17,"Maastricht",6.3,3.5,7,6
"343821",2000-02-18,"Maastricht",7.6,0,88,8
"343831",2000-02-19,"Maastricht",7.1,1.5,41,7
"343841",2000-02-20,"Maastricht",6,2.4,2,4
"343851",2000-02-21,"Maastricht",6.5,4.2,-1,7
"343861",2000-02-22,"Maastricht",7.6,3.1,5,7
"343871",2000-02-23,"Maastricht",10.7,4.8,-1,7
"343881",2000-02-24,"Maastricht",10.2,0.4,86,8
"343891",2000-02-25,"Maastricht",11.4,4.4,59,4
"343901",2000-02-26,"Maastricht",8.2,8,0,2
"343911",2000-02-27,"Maastricht",14.3,9,0,4
"343921",2000-02-28,"Maastricht",13.7,0.8,84,6
"343931",2000-02-29,"Maastricht",8.8,1.5,12,6
"343941",2000-03-01,"Maastricht",7.4,2.2,63,7
"343951",2000-03-02,"Maastricht",7,3.3,6,6
"343961",2000-03-03,"Maastricht",9.2,0.2,116,7
"343971",2000-03-04,"Maastricht",4.5,4.1,30,6
"343981",2000-03-05,"Maastricht",6.5,3.9,6,6
"343991",2000-03-06,"Maastricht",9.5,7.4,0,5
"344001",2000-03-07,"Maastricht",11.5,0.4,34,8
"344011",2000-03-08,"Maastricht",11.4,0.4,52,8
"344021",2000-03-09,"Maastricht",12.3,0,20,8
"344031",2000-03-10,"Maastricht",11.1,0,2,8
"344041",2000-03-11,"Maastricht",10,0.3,14,7
"344051",2000-03-12,"Maastricht",9.8,0.7,0,7
"344061",2000-03-13,"Maastricht",10.9,2.3,-1,7
"344071",2000-03-14,"Maastricht",12.3,0,27,7
"344081",2000-03-15,"Maastricht",8.3,5.8,-1,6
"344091",2000-03-16,"Maastricht",9.7,0,-1,8
"344101",2000-03-17,"Maastricht",10.6,0,3,8
"344111",2000-03-18,"Maastricht",8.3,0.7,12,8
"344121",2000-03-19,"Maastricht",6.3,1.2,1,7
"344131",2000-03-20,"Maastricht",9.9,7.2,0,5
"344141",2000-03-21,"Maastricht",12.4,10.8,0,2
"344151",2000-03-22,"Maastricht",16.2,10.7,0,1
"344161",2000-03-23,"Maastricht",15.4,7.9,0,6
"344171",2000-03-24,"Maastricht",11.3,0,38,8
"344181",2000-03-25,"Maastricht",12.4,2.5,11,7
"344191",2000-03-26,"Maastricht",10.4,5.4,108,6
"344201",2000-03-27,"Maastricht",8.1,1.6,15,7
"344211",2000-03-28,"Maastricht",5,0,17,8
"344221",2000-03-29,"Maastricht",7,0,3,8
"344231",2000-03-30,"Maastricht",6.8,0,21,8
"344241",2000-03-31,"Maastricht",7.8,0,-1,8
"344251",2000-04-01,"Maastricht",9,2,14,7
"344261",2000-04-02,"Maastricht",14.6,6.8,2,7
"344271",2000-04-03,"Maastricht",15,0.8,1,6
"344281",2000-04-04,"Maastricht",16.7,6.6,4,6
"344291",2000-04-05,"Maastricht",7.1,0.6,5,7
"344301",2000-04-06,"Maastricht",10,12.2,0,1
"344311",2000-04-07,"Maastricht",12.3,12.1,0,2
"344321",2000-04-08,"Maastricht",13.2,8.1,0,5
"344331",2000-04-09,"Maastricht",15,10.3,0,6
"344341",2000-04-10,"Maastricht",12.5,12.3,0,1
"344351",2000-04-11,"Maastricht",13.1,7,1,5
"344361",2000-04-12,"Maastricht",10.3,5.2,20,6
"344371",2000-04-13,"Maastricht",9.7,1.7,59,6
"344381",2000-04-14,"Maastricht",12.7,4.9,12,7
"344391",2000-04-15,"Maastricht",13.8,2.3,40,7
"344401",2000-04-16,"Maastricht",15.6,7.5,-1,5
"344411",2000-04-17,"Maastricht",14.5,4.2,28,7
"344421",2000-04-18,"Maastricht",14.6,3.9,0,7
"344431",2000-04-19,"Maastricht",16.5,5.4,0,5
"344441",2000-04-20,"Maastricht",19.4,8.2,-1,6
"344451",2000-04-21,"Maastricht",19.9,10.6,-1,6
"344461",2000-04-22,"Maastricht",22,1.8,111,7
"344471",2000-04-23,"Maastricht",14.1,0.1,93,8
"344481",2000-04-24,"Maastricht",16.8,5.9,4,5
"344491",2000-04-25,"Maastricht",20.5,13.5,0,4
"344501",2000-04-26,"Maastricht",23,7.7,0,5
"344511",2000-04-27,"Maastricht",21.3,4,0,7
"344521",2000-04-28,"Maastricht",23,6.5,-1,6
"344531",2000-04-29,"Maastricht",14.4,0,41,8
"344541",2000-04-30,"Maastricht",17.6,2.6,0,6
"344551",2000-05-01,"Maastricht",18.2,1.8,0,7
"344561",2000-05-02,"Maastricht",13.8,0,1,8
"344571",2000-05-03,"Maastricht",12.8,0,30,8
"344581",2000-05-04,"Maastricht",19.1,4.6,46,6
"344591",2000-05-05,"Maastricht",23.9,12.3,0,2
"344601",2000-05-06,"Maastricht",25.3,8.5,0,3
"344611",2000-05-07,"Maastricht",22.8,5.2,-1,5
"344621",2000-05-08,"Maastricht",26.6,7.8,291,4
"344631",2000-05-09,"Maastricht",25.8,13.6,0,2
"344641",2000-05-10,"Maastricht",26.3,7,10,5
"344651",2000-05-11,"Maastricht",23.9,4.3,5,6
"344661",2000-05-12,"Maastricht",23,3.8,0,6
"344671",2000-05-13,"Maastricht",24.3,9.6,0,4
"344681",2000-05-14,"Maastricht",28.2,14,0,0
"344691",2000-05-15,"Maastricht",28.5,13.6,0,4
"344701",2000-05-16,"Maastricht",29.4,10.8,0,4
"344711",2000-05-17,"Maastricht",18,4.1,21,6
"344721",2000-05-18,"Maastricht",15.2,4,33,6
"344731",2000-05-19,"Maastricht",13.7,0.9,83,7
"344741",2000-05-20,"Maastricht",15.9,4.1,2,5
"344751",2000-05-21,"Maastricht",13.7,1.1,62,7
"344761",2000-05-22,"Maastricht",14.3,0.4,41,7
"344771",2000-05-23,"Maastricht",19.6,4.8,-1,7
"344781",2000-05-24,"Maastricht",16.4,0,133,8
"344791",2000-05-25,"Maastricht",16.8,4.1,20,7
"344801",2000-05-26,"Maastricht",20.3,5.3,-1,6
"344811",2000-05-27,"Maastricht",17.2,6.5,4,6
"344821",2000-05-28,"Maastricht",14.8,5.1,74,6
"344831",2000-05-29,"Maastricht",14.6,7.3,46,5
"344841",2000-05-30,"Maastricht",14.5,1.8,29,7
"344851",2000-05-31,"Maastricht",18.4,11.3,0,5
"344861",2000-06-01,"Maastricht",23.3,7.4,-1,4
"344871",2000-06-02,"Maastricht",25.4,14,0,2
"344881",2000-06-03,"Maastricht",28.2,7.7,102,6
"344891",2000-06-04,"Maastricht",22.6,5.1,-1,7
"344901",2000-06-05,"Maastricht",15.1,0,124,8
"344911",2000-06-06,"Maastricht",18.5,3.5,2,7
"344921",2000-06-07,"Maastricht",17.8,9.2,0,4
"344931",2000-06-08,"Maastricht",22.9,14.6,0,1
"344941",2000-06-09,"Maastricht",30,13.6,0,2
"344951",2000-06-10,"Maastricht",20.4,1.4,0,7
"344961",2000-06-11,"Maastricht",21.3,9.5,0,5
"344971",2000-06-12,"Maastricht",22.8,12.6,0,4
"344981",2000-06-13,"Maastricht",26.1,13.8,0,2
"344991",2000-06-14,"Maastricht",21.8,1.9,0,7
"345001",2000-06-15,"Maastricht",19.6,4.8,23,5
"345011",2000-06-16,"Maastricht",19,9.9,0,4
"345021",2000-06-17,"Maastricht",21.5,15.2,0,1
"345031",2000-06-18,"Maastricht",30,14.5,0,1
"345041",2000-06-19,"Maastricht",32.5,15,0,0
"345051",2000-06-20,"Maastricht",33.3,13.9,0,1
"345061",2000-06-21,"Maastricht",26.4,4.2,38,5
"345071",2000-06-22,"Maastricht",21.4,5.9,1,6
"345081",2000-06-23,"Maastricht",18.8,1.5,4,7
"345091",2000-06-24,"Maastricht",16.3,2.1,54,7
"345101",2000-06-25,"Maastricht",16.2,2.1,35,7
"345111",2000-06-26,"Maastricht",17.4,5.9,0,5
"345121",2000-06-27,"Maastricht",19,12.9,0,3
"345131",2000-06-28,"Maastricht",18.2,7.4,0,4
"345141",2000-06-29,"Maastricht",17.4,3.2,-1,6
"345151",2000-06-30,"Maastricht",19.4,1,1,7
"345161",2000-07-01,"Maastricht",23.2,5.5,13,7
"345171",2000-07-02,"Maastricht",26.6,6,160,6
"345181",2000-07-03,"Maastricht",22.1,3.2,6,6
"345191",2000-07-04,"Maastricht",22.1,1.8,187,7
"345201",2000-07-05,"Maastricht",21.2,4.7,27,7
"345211",2000-07-06,"Maastricht",20.5,3.9,-1,7
"345221",2000-07-07,"Maastricht",15.2,0,139,8
"345231",2000-07-08,"Maastricht",15.7,2.2,20,7
"345241",2000-07-09,"Maastricht",15.3,0,64,8
"345251",2000-07-10,"Maastricht",17.6,5.6,24,7
"345261",2000-07-11,"Maastricht",15.3,0.5,359,8
"345271",2000-07-12,"Maastricht",13.3,3.6,18,5
"345281",2000-07-13,"Maastricht",16.6,0,18,8
"345291",2000-07-14,"Maastricht",16,1.8,111,7
"345301",2000-07-15,"Maastricht",15.3,3.4,48,7
"345311",2000-07-16,"Maastricht",16.2,2,105,7
"345321",2000-07-17,"Maastricht",17.5,2,0,7
"345331",2000-07-18,"Maastricht",20.2,7.3,0,6
